CANTON_FINAL,CANTON_DEF,CURSO,CURSO_NORMALIZADO,CONVOCATORIA,AÑO,SEXO_FINAL,SEXO_NORMALIZADO,EDAD,EDAD_CLASIFICADA,BENEFICIARIO,CERTIFICADO,DESERCION,INTERMITENTE,EDICION,__HOJA_ORIGEN__,__FECHA_ETL__,__FILAS_ETL__
Alajuela,Alajuela,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,redaccion,redaccion,0.0,2023,Sexo,Sexo,18,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,2.0,2023,Sexo,Sexo,60,Sin dato,1,1,0,0,eplvmys-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,eplvmys,eplvmys,2.0,2023,Sexo,Sexo,26,Sin dato,1,1,0,0,eplvmys-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,excel,excel,2.0,2023,Sexo,Sexo,21,Sin dato,1,0,0,1,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,17,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,redaccion,redaccion,0.0,2023,Sexo,Sexo,19,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,16,Sin dato,1,1,0,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelbasico,excelbasico,2.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Pablo,San Pablo,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Pablo,San Pablo,admision,admision,1.0,2024,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Pablo,San Pablo,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,16,Sin dato,1,0,1,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,2.0,2023,Sexo,Sexo,21,Sin dato,1,1,0,0,eplvmys-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,19,Sin dato,1,1,0,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,1,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,eplve,eplve,0.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,1,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,1.0,2022,Sexo,Sexo,16,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,2.0,2023,Sexo,Sexo,26,Sin dato,1,0,0,1,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,2.0,2023,Sexo,Sexo,18-35,Sin dato,1,1,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,redaccion,redaccion,0.0,2023,Sexo,Sexo,19,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Pérez Zeledón,Pérez Zeledón,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,1,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2024,Sexo,Sexo,19,Sin dato,1,0,0,1,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,2.0,2023,Sexo,Sexo,36-64,Sin dato,1,1,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Oreamuno,Oreamuno,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,20+,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,16,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San Ramón,San Ramón,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Grecia,Grecia,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Buenos Aires,Buenos Aires,admision,admision,1.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,0.0,2023,Sexo,Sexo,18,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Aserrí,Aserrí,eplvmys,eplvmys,2.0,2023,Sexo,Sexo,26,Sin dato,1,1,0,0,eplvmys-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,20,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,15,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,1,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,1,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Sarapiquí,Sarapiquí,eplve,eplve,0.0,2022,Sexo,Sexo,16,Sin dato,1,1,0,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Sarapiquí,Sarapiquí,excel,excel,0.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Sarapiquí,Sarapiquí,redaccion,redaccion,0.0,2023,Sexo,Sexo,17,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,2.0,2023,Sexo,Sexo,17,Sin dato,1,0,0,1,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,2.0,2023,Sexo,Sexo,22,Sin dato,1,0,1,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,16,Sin dato,1,0,1,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2022,Sexo,Sexo,18,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,17,Sin dato,1,0,1,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,2.0,2023,Sexo,Sexo,23,Sin dato,1,0,1,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,18,Sin dato,1,1,0,0,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,2.0,2023,Sexo,Sexo,25,Sin dato,1,1,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,16,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelintermedio,excelintermedio,3.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excelintermedio-3-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,17,Sin dato,1,1,0,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,19,Sin dato,1,0,1,0,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
Barva,Barva,redaccion,redaccion,0.0,2023,Sexo,Sexo,16,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,16,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,0.0,2023,Sexo,Sexo,15,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelintermedio,excelintermedio,3.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excelintermedio-3-2024,mayo2026v4,2026-05-22 14:17:58,12684
Puntarenas,Puntarenas,admision,admision,1.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-1-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,16,Sin dato,1,1,0,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,2.0,2023,Sexo,Sexo,36-64,Sin dato,1,0,1,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2023,Sexo,Sexo,17,Sin dato,1,1,0,0,redaccion-0-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,0.0,2022,Sexo,Sexo,18,Sin dato,1,0,0,1,eplve-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,0,0,1,excel-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,18,Sin dato,1,0,1,0,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,excelintermedio,excelintermedio,3.0,2024,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,excelintermedio-3-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,0.0,2022,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,redaccion-0-2022,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2022,Sexo,Sexo,17,Sin dato,1,0,0,1,admision-2-2022,mayo2026v4,2026-05-22 14:17:58,12684
